case_id,run_id,segment_index,source_field,segment_join,normalization,text,code_points,code_point_count,utf8_byte_count,letter_count,mark_count,number_count,punctuation_count,symbol_count,separator_count,control_other_count,count_all_code_points,count_without_whitespace,count_without_punctuation,count_without_whitespace_or_punctuation
C02,C02-run01,0,lexical,segment,NFC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,0,lexical,segment,NFKC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,0,itn,segment,none,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,0,itn,segment,NFC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,0,itn,segment,NFKC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,0,masked_itn,segment,none,はい、わかりましたいいえ、まだです今日は晴れですか,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B,25,75,23,0,0,2,0,0,0,25,25,23,23
C02,C02-run01,0,masked_itn,segment,NFC,はい、わかりましたいいえ、まだです今日は晴れですか,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B,25,75,23,0,0,2,0,0,0,25,25,23,23
C02,C02-run01,0,masked_itn,segment,NFKC,はい、わかりましたいいえ、まだです今日は晴れですか,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B,25,75,23,0,0,2,0,0,0,25,25,23,23
C02,C02-run01,,result_text,concat_without_separator,none,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,result_text,concat_without_separator,NFC,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,result_text,concat_without_separator,NFKC,はい、わかりました。いいえ、まだです。今日は晴れですか?,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+003F,28,82,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,result_text,join_with_ascii_space,none,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,result_text,join_with_ascii_space,NFC,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,result_text,join_with_ascii_space,NFKC,はい、わかりました。いいえ、まだです。今日は晴れですか?,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+003F,28,82,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,display_text,concat_without_separator,none,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,display_text,concat_without_separator,NFC,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,display_text,concat_without_separator,NFKC,はい、わかりました。いいえ、まだです。今日は晴れですか?,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+003F,28,82,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,display_text,join_with_ascii_space,none,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,display_text,join_with_ascii_space,NFC,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,display_text,join_with_ascii_space,NFKC,はい、わかりました。いいえ、まだです。今日は晴れですか?,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+003F,28,82,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,nbest_display,concat_without_separator,none,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,nbest_display,concat_without_separator,NFC,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,nbest_display,concat_without_separator,NFKC,はい、わかりました。いいえ、まだです。今日は晴れですか?,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+003F,28,82,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,nbest_display,join_with_ascii_space,none,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,nbest_display,join_with_ascii_space,NFC,はい、わかりました。いいえ、まだです。今日は晴れですか？,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+FF1F,28,84,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,nbest_display,join_with_ascii_space,NFKC,はい、わかりました。いいえ、まだです。今日は晴れですか?,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3002 U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+3002 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B U+003F,28,82,23,0,0,5,0,0,0,28,28,23,23
C02,C02-run01,,lexical,concat_without_separator,none,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,lexical,concat_without_separator,NFC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,lexical,concat_without_separator,NFKC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,lexical,join_with_ascii_space,none,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,lexical,join_with_ascii_space,NFC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,lexical,join_with_ascii_space,NFKC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,itn,concat_without_separator,none,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,itn,concat_without_separator,NFC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,itn,concat_without_separator,NFKC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,itn,join_with_ascii_space,none,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,itn,join_with_ascii_space,NFC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,itn,join_with_ascii_space,NFKC,はい わかりました いいえ まだ です 今日 は 晴 れ ですか,U+306F U+3044 U+0020 U+308F U+304B U+308A U+307E U+3057 U+305F U+0020 U+3044 U+3044 U+3048 U+0020 U+307E U+3060 U+0020 U+3067 U+3059 U+0020 U+4ECA U+65E5 U+0020 U+306F U+0020 U+6674 U+0020 U+308C U+0020 U+3067 U+3059 U+304B,32,78,23,0,0,0,0,9,0,32,23,32,23
C02,C02-run01,,masked_itn,concat_without_separator,none,はい、わかりましたいいえ、まだです今日は晴れですか,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B,25,75,23,0,0,2,0,0,0,25,25,23,23
C02,C02-run01,,masked_itn,concat_without_separator,NFC,はい、わかりましたいいえ、まだです今日は晴れですか,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B,25,75,23,0,0,2,0,0,0,25,25,23,23
C02,C02-run01,,masked_itn,concat_without_separator,NFKC,はい、わかりましたいいえ、まだです今日は晴れですか,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B,25,75,23,0,0,2,0,0,0,25,25,23,23
C02,C02-run01,,masked_itn,join_with_ascii_space,none,はい、わかりましたいいえ、まだです今日は晴れですか,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B,25,75,23,0,0,2,0,0,0,25,25,23,23
C02,C02-run01,,masked_itn,join_with_ascii_space,NFC,はい、わかりましたいいえ、まだです今日は晴れですか,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B,25,75,23,0,0,2,0,0,0,25,25,23,23
C02,C02-run01,,masked_itn,join_with_ascii_space,NFKC,はい、わかりましたいいえ、まだです今日は晴れですか,U+306F U+3044 U+3001 U+308F U+304B U+308A U+307E U+3057 U+305F U+3044 U+3044 U+3048 U+3001 U+307E U+3060 U+3067 U+3059 U+4ECA U+65E5 U+306F U+6674 U+308C U+3067 U+3059 U+304B,25,75,23,0,0,2,0,0,0,25,25,23,23
C03,C03-run01,0,result_text,segment,none,今日は2026年8月3日。時刻は午後2時30分ですか。,U+4ECA U+65E5 U+306F U+0032 U+0030 U+0032 U+0036 U+5E74 U+0038 U+6708 U+0033 U+65E5 U+3002 U+6642 U+523B U+306F U+5348 U+5F8C U+0032 U+6642 U+0033 U+0030 U+5206 U+3067 U+3059 U+304B U+3002,27,63,16,0,9,2,0,0,0,27,27,25,25
C03,C03-run01,0,result_text,segment,NFC,今日は2026年8月3日。時刻は午後2時30分ですか。,U+4ECA U+65E5 U+306F U+0032 U+0030 U+0032 U+0036 U+5E74 U+0038 U+6708 U+0033 U+65E5 U+3002 U+6642 U+523B U+306F U+5348 U+5F8C U+0032 U+6642 U+0033 U+0030 U+5206 U+3067 U+3059 U+304B U+3002,27,63,16,0,9,2,0,0,0,27,27,25,25
C03,C03-run01,0,result_text,segment,NFKC,今日は2026年8月3日。時刻は午後2時30分ですか。,U+4ECA U+65E5 U+306F U+0032 U+0030 U+0032 U+0036 U+5E74 U+0038 U+6708 U+0033 U+65E5 U+3002 U+6642 U+523B U+306F U+5348 U+5F8C U+0032 U+6642 U+0033 U+0030 U+5206 U+3067 U+3059 U+304B U+3002,27,63,16,0,9,2,0,0,0,27,27,25,25
C03,C03-run01,0,display_text,segment,none,今日は2026年8月3日。時刻は午後2時30分ですか。,U+4ECA U+65E5 U+306F U+0032 U+0030 U+0032 U+0036 U+5E74 U+0038 U+6708 U+0033 U+65E5 U+3002 U+6642 U+523B U+306F U+5348 U+5F8C U+0032 U+6642 U+0033 U+0030 U+5206 U+3067 U+3059 U+304B U+3002,27,63,16,0,9,2,0,0,0,27,27,25,25
C03,C03-run01,0,display_text,segment,NFC,今日は2026年8月3日。時刻は午後2時30分ですか。,U+4ECA U+65E5 U+306F U+0032 U+0030 U+0032 U+0036 U+5E74 U+0038 U+6708 U+0033 U+65E5 U+3002 U+6642 U+523B U+306F U+5348 U+5F8C U+0032 U+6642 U+0033 U+0030 U+5206 U+3067 U+3059 U+304B U+3002,27,63,16,0,9,2,0,0,0,27,27,25,25
C03,C03-run01,0,display_text,segment,NFKC,今日は2026年8月3日。時刻は午後2時30分ですか。,U+4ECA U+65E5 U+306F U+0032 U+0030 U+0032 U+0036 U+5E74 U+0038 U+6708 U+0033 U+65E5 U+3002 U+6642 U+523B U+306F U+5348 U+5F8C U+0032 U+6642 U+0033 U+0030 U+5206 U+3067 U+3059 U+304B U+3002,27,63,16,0,9,2,0,0,0,27,27,25,25
C03,C03-run01,0,nbest_display,segment,none,今日は2026年8月3日。時刻は午後2時30分ですか。,U+4ECA U+65E5 U+306F U+0032 U+0030 U+0032 U+0036 U+5E74 U+0038 U+6708 U+0033 U+65E5 U+3002 U+6642 U+523B U+306F U+5348 U+5F8C U+0032 U+6642 U+0033 U+0030 U+5206 U+3067 U+3059 U+304B U+3002,27,63,16,0,9,2,0,0,0,27,27,25,25
C03,C03-run01,0,nbest_display,segment,NFC,今日は2026年8月3日。時刻は午後2時30分ですか。,U+4ECA U+65E5 U+306F U+0032 U+0030 U+0032 U+0036 U+5E74 U+0038 U+6708 U+0033 U+65E5 U+3002 U+6642 U+523B U+306F U+5348 U+5F8C U+0032 U+6642 U+0033 U+0030 U+5206 U+3067 U+3059 U+304B U+3002,27,63,16,0,9,2,0,0,0,27,27,25,25
C03,C03-run01,0,nbest_display,segment,NFKC,今日は2026年8月3日。時刻は午後2時30分ですか。,U+4ECA U+65E5 U+306F U+0032 U+0030 U+0032 U+0036 U+5E74 U+0038 U+6708 U+0033 U+65E5 U+3002 U+6642 U+523B U+306F U+5348 U+5F8C U+0032 U+6642 U+0033 U+0030 U+5206 U+3067 U+3059 U+304B U+3002,27,63,16,0,9,2,0,0,0,27,27,25,25
